Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,Debt,EVEBITDA,Price to Earning,Dividend yield,Dividend last year,Sales latest quarter,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron,26.85,116.26,81.17,49.04,5.07,13.88,0.00,0.00,87.11,3.62,0.40,4.02,0.94,1.90,1.18,0.34,0.00,0.85,20.22,4.16,93.55,6.06,0.20,6.26,0.93,2.05,3.28,0.53,2.76,0.00,2.76,6.48,86.63,4.44,0.51,4.95,0.35,2.15,2.45,0.66,1.79,0.00,1.79,5.13,390.05,21.32,1.64,22.97,3.66,8.55,10.75,4.73,6.02,-0.01,6.01
VBC Ferro Alloys,513005,,Mining / Minerals / Metals,40.07,118.62,65.69,135.12,57.25,,0.00,0.00,13.39,1.70,0.16,1.86,1.79,0.02,0.05,0.00,0.00,0.05,34.73,12.70,10.08,1.54,0.42,1.96,1.79,0.01,0.16,0.00,0.16,0.00,0.16,15.28,35.98,0.84,1.10,1.94,1.78,0.01,0.15,0.02,0.12,0.00,0.12,2.33,175.67,1.00,6.85,7.85,7.12,0.07,0.66,-2.07,2.73,0.00,2.73
Vedant Fashions,543463,MANYAVAR,Trading,1347.70,1327.89,32738.27,365.02,48.19,81.87,0.67,218.52,218.30,92.81,15.11,107.92,32.46,10.69,64.77,16.06,0.00,48.72,75.11,42.51,311.62,148.16,14.98,163.14,29.91,9.42,123.81,31.87,91.95,0.00,91.95,47.55,246.92,115.43,9.71,125.14,24.89,7.73,92.52,23.50,69.02,0.00,69.02,46.75,1354.93,670.84,40.24,702.11,103.79,31.46,575.83,146.73,422.43,8.97,429.11
Vedanta,500295,VEDL,Mining / Minerals / Metals,262.10,31583.00,97465.36,75064.00,4.54,19.65,38.73,37758.00,38945.00,11479.00,1863.00,12119.00,2642.00,2523.00,8177.00,9092.00,1223.00,-915.00,56.05,29.47,33733.00,6420.00,2326.00,6966.00,2550.00,2110.00,4086.00,778.00,1489.92,1780.00,3308.00,19.03,36654.00,7699.00,931.00,8396.00,2624.00,1642.00,4364.00,1674.00,1724.15,234.00,2687.00,21.00,147308.00,34431.00,2625.00,37282.00,10555.00,6225.00,20276.00,5770.00,10677.81,-226.00,14503.00
Vedavaag Systems,533056,,Computers - Software - Medium / Small,57.46,120.17,131.72,2.68,7.86,17.06,1.04,1.38,31.13,6.54,0.00,6.54,2.53,0.01,4.00,0.87,0.00,3.13,100.00,21.01,16.77,2.77,0.00,2.77,0.80,0.00,1.97,0.49,1.47,0.00,1.47,16.52,24.10,4.29,0.01,4.30,1.43,0.01,2.86,0.49,2.37,0.00,2.37,17.80,84.14,16.10,0.17,16.27,6.30,0.05,9.92,2.00,7.93,0.00,7.93
Veefin Solutions,543931,,Computers - Software - Medium / Small,271.05,64.50,574.29,0.51,102.50,134.18,0.00,0.00,9.05,1.50,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,14.08,5.20,0.40,5.60,0.23,0.05,5.32,1.05,4.28,0.00,4.28
Veer Global Inf.,543241,,Construction,132.00,31.56,214.41,0.32,165.00,235.61,0.00,0.00,9.26,0.59,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.42,27.70,2.70,8.46,0.68,0.00,0.05,0.00,0.00,0.05,0.00,0.04,0.00,0.49,45.45,2.92,0.33,0.00,0.09,0.00,0.00,0.09,0.00,0.09,0.00,0.23,3.83,11.38,1.01,0.06,1.07,0.03,0.07,0.97,0.26,0.72,0.00,0.72
Veeram Securit.,540252,,Trading,8.72,20.88,65.96,0.00,17.91,23.14,0.57,0.00,3.39,0.12,0.55,0.67,0.01,0.00,0.66,0.15,0.00,0.51,4.72,3.54,4.52,0.61,0.03,0.64,0.01,0.00,0.63,0.08,0.55,0.00,0.55,13.50,7.49,0.17,0.39,0.56,0.02,0.00,0.54,0.29,0.25,0.00,0.25,2.27,18.68,2.20,0.17,2.21,0.05,0.00,2.32,0.53,1.66,0.16,1.79
Veljan Denison,505232,,Engineering,1980.50,189.68,445.61,9.34,15.50,29.37,0.66,2.92,31.05,6.82,0.63,7.45,1.13,0.48,5.84,1.52,0.00,4.32,60.74,21.96,28.27,7.72,0.59,8.31,1.12,0.20,6.99,1.81,5.18,0.00,5.18,27.31,28.87,6.71,0.60,7.31,1.19,0.22,5.90,1.53,4.36,0.00,4.36,23.24,110.64,23.37,2.03,25.41,4.85,0.78,19.77,5.18,14.59,-0.01,14.58
Vels Film,,VELS,Entertainment / Electronic Media Software,103.00,38.23,132.95,151.42,30.08,250.85,0.00,0.00,5.35,-9.15,,,,,,,,-19.68,,,,,,,,,,,,,,,46.24,4.16,,,,,,,,,1.09,,59.92,8.17,1.27,9.44,2.19,4.48,2.77,2.25,0.53,0.00,0.53
Venky's (India),523261,VENKEYS,Miscellaneous,1929.10,1343.66,2714.81,174.24,15.08,28.50,0.31,8.45,912.60,49.61,9.42,59.03,8.69,4.53,45.81,11.72,0.00,34.09,22.68,5.44,976.44,30.93,9.19,40.12,8.80,4.68,26.64,7.23,19.41,0.00,19.41,3.17,959.03,-21.18,7.61,-13.57,8.83,4.60,-27.00,-6.44,-20.56,0.00,-20.56,-2.21,4233.68,111.75,37.49,149.42,35.46,18.48,95.30,24.81,70.62,-0.18,70.48
Venus Pipes,543528,VENUSPIPES,Steel - Medium / Small,1372.85,358.86,2785.24,145.63,28.29,44.65,0.07,1.02,191.36,34.68,0.48,35.16,2.87,5.05,27.24,6.99,0.00,20.26,28.39,18.12,179.61,27.57,0.56,28.13,1.39,3.31,23.43,6.02,17.41,0.00,17.41,15.35,126.41,15.51,0.97,16.48,0.46,2.05,13.97,3.58,10.39,0.00,10.39,12.27,552.40,69.10,2.40,71.38,1.97,9.84,59.69,15.48,44.12,0.12,44.21
Venus Remedies,526953,VENUSREM,Pharmaceuticals - Indian - Formulations,391.25,470.98,522.57,41.74,6.76,20.52,0.00,0.00,167.72,17.79,3.05,20.84,6.44,0.06,14.34,4.40,0.00,9.94,41.86,10.61,95.15,10.40,2.26,12.66,7.55,0.06,5.05,3.87,1.18,0.00,1.18,10.93,139.89,12.97,1.79,14.76,8.99,0.00,5.77,0.44,5.33,0.00,5.33,9.27,552.38,60.20,10.32,70.52,32.30,0.29,37.93,11.36,26.57,0.00,26.57
Veranda Learning,543514,VERANDA,Miscellaneous,319.75,428.97,2215.46,454.34,152.74,,0.00,0.00,98.37,14.85,1.90,16.75,6.17,10.31,0.27,1.80,0.00,-1.53,97.82,15.10,68.90,4.06,1.58,5.64,18.96,8.45,-21.77,-2.44,-19.33,0.00,-19.33,5.89,36.88,-16.66,1.89,-14.77,6.47,1.31,-22.55,-1.42,-21.13,0.00,-21.13,-45.17,161.36,-71.64,38.37,-65.21,45.46,10.70,-89.43,-10.22,-111.15,31.94,-79.21
Veritas (India),512229,,Trading,467.40,2384.16,1253.10,36.30,7.05,10.37,0.01,0.13,940.87,56.86,0.25,57.11,8.91,6.33,41.87,0.26,0.00,41.61,7.48,6.04,495.23,42.11,0.25,42.36,8.78,8.36,25.22,0.08,25.14,0.00,25.14,8.50,539.72,36.72,0.25,36.97,8.64,4.07,24.26,0.44,23.81,0.00,23.81,6.80,2163.22,142.48,4.74,147.22,34.43,17.27,95.52,0.71,94.81,0.00,94.81
Vertexplus Tech.,,VERTEXPLUS,Computers - Software - Medium / Small,202.95,22.72,111.21,7.38,43.44,81.77,0.00,0.00,11.10,0.74,,,,,,,,0.38,,,10.58,1.34,,,,,,,,,0.98,,10.55,1.33,,,,,,,,,0.88,,21.14,2.66,0.58,3.24,0.43,0.59,2.22,0.34,1.87,0.00,1.87
Vertoz Advertis.,,VERTOZ,Computers - Software - Medium / Small,421.50,125.49,580.41,8.28,25.41,39.38,0.00,0.00,37.66,6.60,0.24,6.84,0.83,0.76,5.25,0.12,0.00,5.13,100.00,17.53,33.92,3.92,1.08,5.00,0.62,0.50,3.88,0.33,3.54,0.00,3.54,11.56,15.88,3.56,0.58,4.14,0.65,0.20,3.29,0.96,2.33,0.00,2.33,22.42,82.81,17.62,0.95,18.57,2.62,2.03,13.92,2.88,11.04,0.00,11.04
Vesuvius India,520113,VESUVIUS,Refractories / Intermediates,3604.55,1076.20,7306.46,0.00,23.97,39.82,0.23,16.75,413.38,82.08,8.35,90.43,9.47,0.14,80.82,20.54,0.00,60.28,46.22,19.86,405.05,69.74,8.38,78.12,8.10,0.00,70.02,17.78,52.24,0.00,52.24,17.22,352.82,49.97,6.10,56.07,7.54,0.00,48.53,12.44,36.09,0.00,36.09,14.16,1342.58,164.76,22.86,187.62,29.86,0.90,156.86,40.07,116.79,0.00,116.79
Veto Switchgears,539331,VETO,Electric Equipment,118.95,244.36,227.38,47.58,6.99,12.99,0.84,1.91,71.64,10.01,0.34,10.35,0.70,1.57,8.08,2.03,0.00,6.05,29.20,13.97,66.96,7.83,0.41,8.24,0.76,0.97,6.51,1.62,4.85,0.00,4.90,11.69,75.45,10.65,0.31,10.96,0.65,0.72,9.59,2.54,6.96,0.00,7.05,14.12,291.11,33.62,4.40,38.02,2.82,4.78,30.42,9.96,20.25,0.00,20.46
Viaz Tyres,,VIAZ,Miscellaneous,57.40,32.23,70.32,11.10,18.37,42.88,0.00,0.00,22.11,2.32,,,,,,,,1.13,,,22.37,1.86,,,,,,,,,0.51,,23.55,3.05,,,,,,,,,1.51,,45.92,4.90,0.36,5.26,1.27,1.28,2.71,0.69,2.02,0.00,2.02
Vibrant Glo. Cap,538732,,Finance & Investments,108.72,144.60,249.04,70.39,4.98,5.50,0.00,0.00,70.44,35.00,0.01,35.01,0.58,1.62,32.81,2.93,0.00,29.89,54.29,49.69,41.48,10.76,0.10,10.86,0.54,1.36,8.96,2.14,6.76,0.00,6.83,25.94,67.42,8.33,0.05,8.38,0.61,1.55,6.22,0.43,5.69,0.00,5.78,12.36,202.91,3.65,0.37,4.02,2.48,5.93,-4.39,3.44,-7.80,0.00,-7.82
Vidhi Specialty,531717,VIDHIING,Dyes And Pigments,418.75,266.88,2091.45,40.11,39.96,61.50,0.19,4.00,80.15,13.71,0.24,13.95,1.38,0.88,11.69,2.60,0.00,9.09,32.66,17.11,79.67,13.02,0.62,13.64,0.97,1.12,11.55,3.17,8.38,0.00,8.38,16.34,107.42,14.79,0.17,14.96,0.81,1.06,13.09,2.78,10.31,0.00,10.31,13.77,403.99,55.84,1.21,57.05,3.40,3.70,49.95,12.10,37.86,0.00,37.86
Vidli Restaurant,539659,,Hotels,65.49,13.70,70.90,2.38,18.09,37.91,0.76,0.54,5.91,0.77,0.25,1.02,0.30,0.17,0.55,0.14,0.00,0.40,80.54,13.03,6.90,1.08,0.22,1.30,0.30,0.16,0.84,0.22,0.58,0.00,0.63,15.65,5.72,0.00,0.65,0.65,0.05,0.10,0.50,0.16,0.32,0.00,0.33,0.00,25.12,1.88,0.95,2.83,0.25,0.34,2.24,0.56,1.53,0.00,1.68
Vijay Solvex,531069,,Solvent Extraction,837.50,322.60,268.22,65.94,25.55,43.97,0.00,0.00,475.76,0.61,1.03,1.64,0.63,0.63,0.38,0.14,0.00,0.25,7.83,0.13,435.33,1.49,1.26,2.75,0.56,0.00,2.19,0.55,1.65,0.00,1.65,0.34,585.60,7.43,5.78,13.21,0.62,1.92,10.67,2.67,8.00,0.00,8.00,1.27,2430.13,20.90,8.11,28.92,2.49,4.23,22.29,5.29,16.94,0.09,17.01
Vijaya Diagnost.,543350,VIJAYA,Healthcare,628.45,596.75,6426.47,253.20,29.98,62.17,0.16,10.21,138.86,57.36,6.75,64.11,13.69,5.85,44.57,11.01,0.00,33.57,88.23,41.31,121.05,48.11,5.71,53.82,12.47,5.88,35.47,9.09,26.20,0.00,26.38,39.74,120.75,48.74,3.30,52.04,15.90,4.87,31.27,7.80,23.33,0.00,23.47,40.36,459.22,182.03,14.15,195.23,61.72,20.95,113.51,28.30,83.92,0.95,85.21
Vikas Ecotech,530961,VIKASECO,Plastics Products,3.75,339.96,498.95,8.13,21.64,63.56,0.00,0.00,60.74,5.49,-0.25,5.24,0.90,1.99,2.35,0.59,0.00,1.77,12.92,9.04,57.70,4.07,1.20,5.27,0.87,2.32,2.08,0.53,1.55,0.00,1.55,7.05,134.33,6.66,0.60,7.26,0.86,2.72,3.68,0.13,3.54,0.00,3.54,4.96,396.81,21.91,3.18,24.91,3.96,10.64,10.49,0.96,9.36,0.18,9.53
Vikas Lifecare,542655,VIKASLIFE,Trading,5.15,352.20,741.43,25.54,-425.56,,0.00,0.00,116.03,2.49,6.71,9.20,0.72,0.67,7.81,0.16,0.00,7.65,7.40,2.15,98.89,2.67,11.62,14.29,0.87,0.50,12.92,1.22,11.70,0.00,11.70,2.70,131.81,4.54,1.23,5.77,0.45,0.28,5.04,2.58,2.35,0.00,2.46,3.44,476.05,11.76,-27.82,-16.51,3.01,2.30,-21.37,-5.86,-15.74,0.45,-15.51
Vikram Thermo,530477,,Pharmaceuticals - Indian - Bulk Drugs & Formln,156.90,102.12,492.00,11.44,15.06,23.19,0.32,0.00,33.84,12.10,0.22,12.32,0.87,0.26,11.19,2.93,0.00,8.25,58.95,35.76,29.55,8.58,0.38,8.96,0.85,0.39,7.72,1.97,5.76,0.00,5.76,29.04,29.02,7.47,0.64,8.11,0.79,0.31,7.01,1.73,5.28,0.00,5.28,25.74,111.54,26.06,1.35,27.40,3.21,1.17,23.03,6.12,16.90,0.01,16.91
Vimta Labs,524394,VIMTALABS,Miscellaneous,401.15,294.57,888.29,19.32,10.02,22.34,0.50,4.43,72.26,15.30,2.04,17.34,8.87,0.62,7.85,1.93,0.00,5.92,74.99,21.17,82.19,23.84,0.59,24.43,8.45,0.44,15.54,3.91,11.63,0.00,11.63,29.01,79.13,25.12,0.77,25.89,7.53,0.80,17.56,4.50,13.06,0.00,13.06,31.75,315.12,93.66,3.35,97.13,30.54,2.64,63.83,16.53,47.39,-0.12,47.30
Vinati Organics,524200,VINATIORGA,Chemicals,1715.30,2314.00,17625.09,0.21,29.29,43.18,0.41,71.96,448.14,110.82,16.21,127.03,13.73,0.27,113.03,28.87,0.00,84.17,39.48,24.73,431.03,109.00,15.33,124.33,13.19,0.27,110.87,27.62,83.24,0.00,83.24,25.29,566.29,148.47,19.97,168.44,13.05,0.01,155.38,39.38,116.01,0.00,116.01,26.22,2078.21,596.50,72.43,668.93,51.94,1.70,615.29,157.31,457.98,0.00,457.98
Vindhya Telelink,517015,VINDHYATEL,Construction,2262.20,3764.12,2685.04,770.80,8.19,11.42,0.66,17.78,861.99,60.20,28.04,88.24,5.90,21.58,60.76,14.01,0.00,46.75,89.38,6.98,850.82,70.97,32.66,103.63,5.06,19.70,78.87,20.04,58.84,0.00,58.84,8.34,572.93,34.07,8.89,42.96,4.23,17.80,20.93,3.40,17.54,0.00,17.54,5.95,2900.11,280.65,56.75,337.50,17.72,73.12,246.56,61.25,185.38,-0.10,185.31
Vineet Laborator,543298,VINEETLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,67.90,34.85,62.56,40.62,8.33,10.24,0.00,0.00,43.37,4.17,0.01,4.18,0.61,1.02,2.55,0.12,0.00,2.42,29.81,9.61,37.52,0.26,0.03,0.29,0.61,0.96,-1.28,-0.03,-1.25,0.00,-1.25,0.69,39.51,-4.01,0.00,-4.01,0.70,0.61,-5.32,-0.63,-4.70,0.00,-4.70,-10.15,212.21,7.66,0.12,7.78,2.37,3.38,2.03,0.78,1.25,0.00,1.25
Vinny Overseas,543670,VINNY,Textiles - Processing,3.90,29.86,90.26,17.41,11.09,31.23,0.00,0.00,33.01,3.48,0.07,3.55,1.16,0.32,2.07,0.32,0.00,1.75,54.80,10.54,27.81,1.91,0.02,1.93,1.12,0.32,0.49,0.16,0.34,0.00,0.34,6.87,26.88,2.01,0.04,2.05,0.96,0.21,0.88,0.32,0.55,0.00,0.55,7.48,105.37,8.42,0.21,8.58,4.08,1.15,3.40,1.00,2.37,0.05,2.41
Vinsys IT Servic,,VINSYS,Computers - Education,257.70,84.39,378.25,25.88,17.92,25.20,0.00,0.00,79.41,10.03,,,,,,,,8.02,,,,,,,,,,,,,,,34.36,4.72,,,,,,,,,3.09,,94.83,19.33,1.47,20.80,0.98,2.38,17.44,2.42,15.01,0.00,15.02
Vintage Coffee,538920,,Tea,46.37,153.93,485.51,93.81,28.42,71.72,0.11,0.35,30.09,5.71,0.10,5.81,1.22,1.72,2.87,0.48,0.00,2.39,32.37,18.98,20.92,5.48,0.03,5.51,1.22,2.28,2.01,0.32,1.69,0.00,1.69,26.20,15.08,3.55,0.21,3.76,1.23,1.49,1.04,0.21,0.83,0.00,0.83,23.54,62.89,15.39,0.39,15.78,4.90,6.13,4.75,0.89,3.86,0.00,3.86
Vintron Info.,517393,,Computers - Hardware,13.29,-12.86,104.14,10.76,-56.32,,0.00,0.00,1.00,-0.06,0.00,-0.06,0.01,0.00,-0.07,0.00,0.00,-0.07,2.00,-6.00,0.00,-0.16,0.02,-0.14,0.01,0.00,-0.15,0.00,-0.15,0.00,-0.15,,4.83,0.02,1.05,1.07,0.11,0.04,0.92,0.00,0.91,0.00,0.91,0.41,18.51,-1.65,1.08,-0.43,0.37,0.14,-1.08,0.00,-0.94,-0.14,-1.08
Vinyas Innovativ,,VINYAS,Electronics - Components,593.85,82.23,747.35,103.89,27.28,75.03,0.00,0.00,137.25,13.63,,,,,,,,5.64,,,120.83,10.65,,,,,,,,,4.32,,113.69,9.93,,,,,,,,,3.02,,234.52,20.76,4.33,25.08,2.21,12.79,10.09,2.75,7.34,0.01,7.34
Vinyl Chemicals,524129,VINYLINDIA,Trading,468.05,102.34,858.64,0.49,27.77,38.94,1.07,18.30,154.40,4.53,0.82,5.35,0.02,0.02,5.31,1.43,0.00,3.88,4.51,2.93,115.31,3.44,1.26,4.70,0.03,0.01,4.66,1.16,3.50,0.00,3.50,2.98,324.17,12.87,0.70,13.57,0.03,0.15,13.39,3.34,10.05,0.00,10.05,3.97,1012.51,46.71,2.26,46.87,0.10,1.35,47.52,11.87,34.07,2.10,35.65
VIP Clothing,532613,VIPCLOTHNG,Textiles - Products,46.40,149.11,381.74,85.98,33.68,334.86,0.00,0.00,52.35,0.68,0.13,0.81,0.68,2.30,-2.17,0.31,0.00,-2.48,46.76,1.30,53.66,3.53,0.09,3.62,0.68,2.07,0.87,0.27,0.61,0.00,0.61,6.58,52.86,2.60,0.93,3.53,0.81,2.37,0.35,-1.24,1.59,0.00,1.59,4.92,200.64,12.76,7.73,14.50,3.06,9.12,8.31,1.67,1.85,5.99,6.64
Vippy Spinpro,514302,,Textiles - Cotton/Blended,169.10,72.33,99.26,23.54,9.93,41.19,0.00,0.00,61.92,3.66,0.25,3.91,2.39,0.62,0.90,0.23,0.00,0.68,20.72,5.91,64.36,3.24,0.04,3.28,2.39,0.71,0.18,0.05,0.14,0.00,0.14,5.03,31.56,5.20,0.36,5.56,0.30,0.00,5.26,1.32,3.94,0.00,3.94,16.48,156.32,16.70,1.12,17.51,2.90,0.52,14.40,3.68,10.48,0.31,10.71
Vipul Ltd,511726,VIPULLTD,Construction,17.70,82.22,213.22,233.84,-51.65,,0.00,0.00,7.47,-3.22,2.34,-0.88,0.72,6.57,-8.17,8.91,0.00,-17.08,15.80,-43.11,6.11,-6.29,2.11,-4.18,0.63,10.51,-15.32,0.00,-15.31,0.00,-15.31,-102.95,46.78,37.00,1.87,38.87,0.68,10.68,27.51,8.83,18.67,0.00,18.67,79.09,74.92,16.15,-84.69,26.08,2.78,38.06,-109.38,7.96,-29.61,-94.62,-117.34
Vipul Organics,530627,,Dyes And Pigments,169.35,53.32,218.67,24.30,21.62,116.93,0.53,1.15,36.53,2.88,0.07,2.95,1.36,0.53,1.06,0.08,0.00,1.00,34.82,7.88,36.14,2.61,0.10,2.71,1.33,0.68,0.70,0.19,0.52,0.00,0.52,7.22,36.76,2.59,0.08,2.67,1.57,0.57,0.53,0.11,0.42,0.00,0.42,7.05,133.93,11.71,0.01,11.77,6.32,2.67,2.73,0.86,1.90,-0.05,1.87
Virat Crane Inds,519457,,Food - Processing - Indian,46.17,57.58,94.28,5.79,11.25,17.59,0.00,0.00,29.37,2.09,0.06,2.15,0.08,0.12,1.95,0.49,0.00,1.46,16.62,7.12,32.63,2.59,0.00,2.59,0.08,0.13,2.38,0.60,1.78,0.00,1.78,7.94,28.91,2.42,0.06,2.48,0.08,0.09,2.31,0.58,1.73,0.00,1.73,8.37,123.12,9.15,-10.10,9.41,0.32,0.57,-1.84,2.23,8.51,-10.36,-4.08
Virat Industries,530521,,Textiles - Products,206.00,25.89,101.35,0.70,22.82,50.93,0.00,0.00,8.39,0.59,0.23,0.82,0.37,0.01,0.44,0.08,0.00,0.36,64.00,7.03,9.85,0.88,0.18,1.06,0.37,0.01,0.68,0.15,0.53,0.00,0.53,8.93,8.04,0.96,0.03,0.99,0.38,0.02,0.59,0.13,0.46,0.00,0.46,11.94,37.68,3.06,0.73,3.79,1.54,0.07,2.18,0.56,1.62,0.00,1.62
Virinchi,532372,VIRINCHI,Computers - Software - Medium / Small,33.65,431.39,307.43,304.40,4.93,12.84,0.00,0.00,72.50,22.12,0.50,22.62,12.86,9.61,0.15,-1.32,0.00,1.47,95.05,30.51,80.30,29.90,0.23,30.13,14.82,11.41,3.90,-0.52,4.41,0.00,4.41,37.24,79.01,22.92,0.85,23.77,19.00,7.06,-2.29,1.25,-3.48,0.00,-3.54,29.01,311.34,106.94,3.64,110.58,56.07,33.81,20.70,7.97,12.72,0.00,12.72
Virtuoso Optoel.,543597,,Electronics - Components,235.80,97.18,538.54,112.18,18.91,69.31,0.00,0.00,238.44,23.14,-0.36,17.48,4.82,8.34,4.32,1.59,0.00,3.51,11.05,7.94,,,,,,,,,,,,,112.52,15.61,,,,,,,,,5.04,,337.27,33.59,0.81,34.40,9.43,13.68,11.29,3.52,7.77,0.00,7.77
Virya Resources,512479,,Construction,688.65,5.79,103.30,0.10,-469.82,,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,0.00,0.00,-0.01,,,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,0.00,-0.01,0.00,-0.01,,0.20,0.12,0.00,0.12,0.00,0.00,0.12,0.00,0.12,0.00,0.12,60.00,0.95,0.58,0.00,0.58,0.00,0.00,0.58,0.09,0.49,0.00,0.49
Visa Steel,532721,VISASTEEL,Mining / Minerals / Metals,21.10,-810.50,244.32,1392.87,538.75,,0.00,0.00,189.23,-5.59,0.24,-5.35,11.97,7.33,-24.65,0.00,0.00,-24.65,28.24,-2.95,234.96,5.15,0.47,5.62,11.87,7.75,-14.00,0.00,-14.00,0.00,-14.00,2.19,193.08,5.68,0.24,5.92,21.50,5.81,-21.39,0.00,-21.39,0.00,-21.39,2.94,657.48,8.69,1749.56,10.41,72.60,25.37,1660.28,0.00,-87.56,1747.84,1660.28
Visaka Industrie,509055,VISAKAIND,Cement Products,86.85,762.20,750.00,471.75,10.88,40.94,2.30,17.32,339.66,13.19,2.44,15.63,13.62,8.31,-6.30,-1.38,0.00,-4.92,45.02,3.88,446.84,36.37,2.24,38.61,13.54,8.39,16.68,4.41,12.26,0.00,12.26,8.14,362.50,24.50,2.27,26.77,12.61,3.97,10.19,2.75,7.44,0.00,7.44,6.76,1646.58,141.07,5.91,152.07,50.19,22.33,74.46,19.66,58.54,-5.09,54.79
Visco Trade,540097,,Finance & Investments,137.20,75.07,65.90,106.04,12.59,9.39,0.00,0.00,69.67,10.65,0.50,11.15,0.01,1.74,9.40,1.33,0.00,8.08,16.28,15.29,42.98,9.29,0.04,9.33,0.01,1.44,7.88,0.01,7.87,0.00,7.88,21.61,18.22,18.76,1.49,20.25,0.00,0.18,20.07,0.13,19.94,0.00,19.94,102.96,85.98,-6.06,0.30,-5.76,0.01,2.60,-8.37,0.13,-8.50,0.00,-8.50
Visesh Infotec.,532411,VISESHINFO,Computers - Software - Medium / Small,0.50,433.17,196.58,28.87,-139.04,,0.00,0.00,0.21,-0.30,0.00,-0.30,0.61,0.00,-0.91,-0.12,0.00,-0.79,23.81,-142.86,0.11,-0.34,0.00,-0.34,0.61,0.00,-0.95,-0.12,-0.83,0.00,-0.83,-309.09,0.12,-0.35,0.00,-0.35,0.89,0.00,-1.24,-0.16,-1.09,0.00,-1.09,-291.67,0.56,-2.39,0.98,-1.41,3.57,0.07,-5.05,-0.64,-4.40,0.00,-4.40
Vishal Bearings,539398,,Bearings,184.65,35.30,199.26,33.39,11.23,22.46,0.00,0.00,28.79,2.50,0.00,2.50,1.21,0.86,0.43,0.12,0.00,0.32,37.65,8.68,28.21,3.57,0.01,3.58,1.08,0.96,1.54,0.41,1.13,0.00,1.13,12.66,30.01,4.36,0.00,4.36,1.16,1.17,2.03,0.56,1.47,0.00,1.47,14.53,115.51,19.79,0.04,19.83,4.70,4.25,10.88,2.87,8.01,0.00,8.01
Vishal Fabrics,538598,VISHAL,Textiles - Processing,22.85,397.80,452.53,313.89,7.17,15.36,0.00,0.00,309.08,21.72,0.05,21.77,8.21,7.28,6.28,1.82,0.00,4.45,11.09,7.03,328.20,20.65,0.16,20.81,8.10,9.32,3.39,1.07,2.32,0.00,2.32,6.29,343.45,31.10,0.59,31.69,8.37,8.08,15.24,4.08,11.16,0.00,11.16,9.06,1547.86,135.67,4.03,137.08,33.41,37.35,68.94,16.12,50.95,2.62,52.82
Vishnu Chemicals,516072,VISHNU,Chemicals,353.35,654.97,2314.03,315.51,11.38,19.29,0.11,2.39,307.95,45.98,2.94,48.92,8.89,9.20,30.83,6.84,0.00,23.99,55.82,14.93,300.73,51.11,2.23,53.34,7.11,9.16,37.07,8.45,28.62,0.00,28.62,17.00,370.71,58.65,4.02,62.67,6.66,7.95,48.06,12.94,35.12,0.00,35.12,15.82,1390.99,231.34,15.21,242.61,26.46,34.64,185.45,48.88,133.66,3.94,136.56
Vishnu Prakash R,543974,VPRPL,Construction,216.15,607.91,2696.66,321.14,17.87,29.76,0.00,0.00,296.44,38.34,1.63,39.97,2.51,8.69,28.77,7.52,0.00,21.25,63.80,12.93,278.17,32.68,0.96,33.64,2.75,8.94,21.95,5.51,16.44,0.00,16.44,11.75,,,,,,,,,,,,,1168.40,156.62,3.06,159.64,6.98,30.26,122.44,31.80,90.61,0.04,90.64
Vishnusurya,,VISHNUINFR,Mining / Minerals / Metals,375.25,59.52,923.48,36.26,28.99,56.10,0.27,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.37,32.36,0.82,33.01,6.73,4.14,22.31,4.95,16.46,0.17,16.58
