Name,BSE Code,NSE Code,Industry,Current Price,Net worth,Market Capitalization,,
Vidhi Specialty,531717,VIDHIING,Dyes And Pigments,410.2,266.88,2057.1,,
63 Moons Tech.,526881,63MOONS,Computers - Software - Medium / Small,446.25,3244.18,2050.57,,
PC Jeweller,534809,PCJEWELLER,Diamond Cutting / Jewellery,44,3248.36,2047.78,,
Accelya Solution,532268,ACCELYA,Computers - Software - Medium / Small,1371.15,270.04,2047.42,,
Mercury EV-Tech,531357,,Automobiles - Passenger Cars,122.6,51.02,2045.79,,531357
Paramount Comm.,530555,PARACABLES,Cables - Power,83.6,397.85,2044.12,,
Kiri Industries,532967,KIRIINDUS,Dyes And Pigments,393.35,2695.48,2042.98,,
Bajel Projects,544042,BAJEL,Engineering - Turnkey Services,180.5,0.2,2026.92,,
Bharat Wire,539799,BHARATWIRE,Steel - Medium / Small,297.35,610.81,2022.69,,
Expleo Solutions,533121,EXPLEOSOL,Computers - Software - Medium / Small,1300.95,502.38,2021.58,,
Arman Financial,531179,ARMANFIN,Finance & Investments,2312.8,469.67,2019.98,,
Spectrum Electr.,,SPECTRUM,Electric Equipment,1335.55,97.62,2019.33,,
Ador Welding,517041,ADORWELD,Electrodes - Welding Equipment,1468.8,329.85,1996.43,,
T N Newsprint,531426,TNPL,Paper,287.85,2068.36,1994.23,,
Vakrangee,511431,VAKRANGEE,Computers - Software - Converts,18.8,119.3,1987.95,,
Jagran Prakashan,532705,JAGRAN,Entertainment / Electronic Media Software,91.05,1834.32,1986.8,,
Best Agrolife,539660,,Pesticides / Agrochemicals - Indian,840.2,705.73,1986.64,,539660
Meghmani Organi.,543331,MOL,Pesticides / Agrochemicals - Indian,77.5,1584.25,1972.16,,
Lancer Containe.,539841,,Miscellaneous,86.07,325.42,1967.1,,539841
Federal-Mogul Go,505744,FMGOETZE,Auto Ancillaries,352.35,1041.7,1960.12,,
DDev Plastiks,543547,,Chemicals,189.35,563.98,1959.33,,543547
Cantabil Retail,533267,CANTABIL,Textiles - Products,239.05,237.28,1953.9,,
GTPL Hathway,540602,GTPL,Entertainment / Electronic Media Software,173.45,1129.92,1950.15,,
Veranda Learning,543514,VERANDA,Miscellaneous,280.15,428.97,1947.92,,
Shriram Properti,543419,SHRIRAMPPS,Construction,114.6,1245.58,1947.22,,
Quick Heal Tech,539678,QUICKHEAL,Computers - Software - Medium / Small,365.15,396.05,1946.9,,
Thejo Engg.,,THEJO,Engineering,1812.95,219.75,1946.41,,
S H Kelkar & Co.,539450,SHK,Chemicals,140.3,1141.45,1942.04,,
BF Investment,533303,BFINVEST,Finance & Investments,513.4,5316.1,1936.57,,
SJS Enterprises,543387,SJS,Auto Ancillaries,622.85,481.87,1936.24,,
Panama Petrochem,524820,PANAMAPET,Petrochemicals,320,1017.39,1936.09,,
GTL Infra.,532775,GTLINFRA,Telecommunications - Equipment,1.5,-4677.4,1933.53,,
Everest Inds.,508906,EVERESTIND,Cement Products,1223.8,587.89,1926.44,,
HMT,500191,HMT,Engineering,53.75,-4361.5,1924.74,,
Marathon Nextgen,503101,MARATHON,Construction,409.25,863.1,1920.96,,
IRM Energy,544004,IRMENERGY,Miscellaneous,467.55,376.47,1920.93,,
Insecticid.India,532851,INSECTICID,Pesticides / Agrochemicals - Indian,649.55,998.25,1919.92,,
TTK Healthcare,507747,TTKHLTCARE,Diversified - Medium / Small,1340.05,972.36,1909.45,,
Kalyani Steels,500235,KSL,Steel - Medium / Small,436.8,1565.16,1907.71,,
SML ISUZU,505192,SMLISUZU,Automobiles - LCVs / HCVs,1314.1,229.86,1901.71,,
M T N L,500108,MTNL,Telecommunications - Service Provider,30.2,-22248.37,1896.4,,
Subex,532348,SUBEXLTD,Computers - Software - Medium / Small,33.65,493.6,1896.28,,
TCPL Packaging,523301,TCPLPACK,Packaging,2075.75,489.08,1887.42,,
K C P,590066,KCP,Cement - South India,146.2,1281.85,1886.08,,
Salasar Techno,540642,SALASAR,Steel - Medium / Small,59.65,416.56,1885.02,,
Rel. Indl. Infra,523445,RIIL,Miscellaneous,1241.45,399.44,1875.63,,
Arvind SmartSp.,539301,ARVSMART,Construction,413.2,468.67,1873.82,,
Nitin Spinners,532698,NITINSPIN,Textiles - Cotton/Blended,330.1,1074.48,1858.33,,
Aeroflex,543972,AEROFLEX,Steel - Medium / Small,143.35,274.13,1851.34,,
Udaipur Cement,530131,UDAICEMENT,Cement - North India,32.81,825.81,1839.12,,
Jyoti Resins,514448,,Chemicals,1529.75,130.96,1835.7,,514448
Ramco Inds.,532369,RAMCOIND,Cement Products,211.15,3986.93,1833.81,,
Sasken Technol.,532663,SASKEN,Computers - Software - Medium / Small,1213.95,751.28,1829.87,,
Butterfly Gan Ap,517421,BUTTERFLY,Domestic Appliances,1027.25,314.56,1828.93,,
Pix Transmission,500333,PIXTRANS,Miscellaneous,1333.05,444.06,1826.48,,
NELCO,504112,NELCO,Telecommunications - Equipment,799.75,111.01,1826.06,,
India Power Corp,,DPSCLTD,Power Generation And Supply,18.5,1017.76,1801.51,,
Yasho Industries,541167,YASHO,Chemicals,1577,262.91,1796.46,,
Capacit'e Infra.,540710,CAPACITE,Construction,244.4,1208.81,1796.36,,
Geojit Fin. Ser.,532285,GEOJITFSL,Finance & Investments,74.85,743.84,1791.11,,
Mangalam Cement,502157,MANGLMCEM,Cement - North India,644.75,778.6,1777.69,,
Talbros Auto.,505160,TALBROAUTO,Auto Ancillaries,288.7,450.13,1776.17,,
GNA Axles,540124,GNA,Auto Ancillaries,412.2,775.48,1770.23,,
Allcargo Gati,532345,ACLGATI,Miscellaneous,135.85,613.93,1769.89,,
Rama Steel Tubes,539309,RAMASTEEL,Steel - Medium / Small,35.8,308.52,1767.17,,
HLV,500193,HLVLTD,Hotels,26.75,422.17,1764.75,,
Centum Electron,517544,CENTUM,Electronics - Components,1373.25,203.95,1763.56,,
Paushak,532742,,Chemicals,5715.55,370.8,1761.6,,532742
Gokul Agro,539725,GOKULAGRO,Solvent Extraction,118.9,709.36,1754.99,,
Sangam India,514234,SANGAMIND,Textiles - Spinning - Synthetic / Blended,348.2,967.14,1752.69,,
Vardhman Special,534392,VSSL,Steel - Medium / Small,215.55,663.25,1751.84,,
Goldiam Intl.,526729,GOLDIAM,Diamond Cutting / Jewellery,160.7,590.82,1751.23,,
Shilchar Tech.,531201,,Electric Equipment,2276.8,158.45,1736.47,,531201
Amrutanjan Healt,590006,AMRUTANJAN,Pharmaceuticals - Indian - Formulations,592.75,262,1734.1,,
Novartis India,500672,NOVARTIND,Trading,701.5,702.28,1732.06,,
Shakti Pumps,531431,SHAKTIPUMP,Pumps,938.5,421.56,1724.01,,
Universal Cables,504212,UNIVCABLES,Cables - Power,493.85,1668.5,1711.59,,
Rossell India,533168,ROSSELLIND,Diversified - Medium / Small,454.3,286.67,1710,,
Hariom Pipe,543517,HARIOMPIPE,Steel - Medium / Small,617.2,405.4,1703.18,,
NDTV,532529,NDTV,Entertainment / Electronic Media Software,264.05,276.35,1696.41,,
Moschip Tech.,532407,,Computers - Software - Medium / Small,92.9,205.92,1695.29,,532407
Unitech,507878,UNITECH,Construction,7,-854.43,1686.82,,
Suven Life Scie.,530239,SUVEN,Pharmaceuticals - Indian - Bulk Drugs & Formln,77.25,338.43,1685.87,,
Jash Engineering,,JASH,Engineering,1400.05,243.48,1684.26,,
Dec.Gold Mines,512068,,Mining / Minerals / Metals,113.55,275.27,1672.21,,512068
Rane Holdings,505800,RANEHOLDIN,Finance & Investments,1170.4,844.65,1671.05,,
PNB Gilts,532366,PNBGILTS,Finance & Investments,92.25,1276.95,1658.54,,
Timex Group,500414,,Miscellaneous,164.25,75.77,1658.1,,500414
Raghav Product.,539837,,Steel - Medium / Small,721.5,145.68,1656.03,,539837
Suryoday Small,543279,SURYODAY,Banks - Private Sector,154.25,1584.73,1644.03,,
Dhampur Sugar,500119,DHAMPURSUG,Sugar,247.55,1054.1,1643.11,,
Vadilal Inds.,519156,VADILALIND,Food - Processing - Indian,2280.55,505.97,1641.86,,
Prem. Explosives,526247,PREMEXPLN,Chemicals,1525.1,212.68,1638.61,,
BCL Industries,524332,BCLIND,Solvent Extraction,64.55,551.98,1636.08,,
Shankara Build.,540425,SHANKARA,Trading,715.1,673,1633.63,,
Dwarikesh Sugar,532610,DWARKESH,Sugar,86.6,790.68,1632.14,,
Spacenet Enterpr,,SPCENET,Trading,30.5,58.11,1628.46,,
Himatsing. Seide,514043,HIMATSEIDE,Textiles - Products,164.95,1499.22,1623.63,,
Atul Auto,531795,ATULAUTO,Automobiles - Scooters And 3 - Wheelers,576.85,403.75,1600.17,,
Wheels India,590073,WHEELS,Auto Ancillaries,660.9,789.5,1597.61,,
Knowledge Marine,543273,,Miscellaneous,1475.25,157.63,1593.41,,543273
Servotech Power,,SERVOTECH,Electric Equipment,74.9,88.27,1592.78,,
Igarashi Motors,517380,IGARASHI,Auto Ancillaries,503.75,439.91,1590.94,,
Indrapr.Medical,532150,INDRAMEDCO,Healthcare,173.45,414.75,1589.14,,
Mishtann Foods,539594,,Food - Processing - Indian,15.89,306.17,1589,,539594
Cosmo First,508814,COSMOFIRST,Packaging,600.95,1320.38,1580.99,,
Manoj Vaibhav,543995,MVGJL,Diamond Cutting / Jewellery,323.85,568.46,1580.28,,
Anzen IYEP Trust,543655,ANZEN,Power Generation And Supply,100,1510.96,1580,,
Andrew Yule & Co,526173,ANDREWYU,Diversified - Medium / Small,32.31,370.96,1579.8,,
Abans Holdings,543712,AHL,Finance & Investments,314.2,875.56,1575.09,,
Nalwa Sons Invst,532256,NSIL,Finance & Investments,3055.55,10580.43,1574.74,,
Themis Medicare,530199,THEMISMED,Pharmaceuticals - Indian - Bulk Drugs & Formln,171.95,364.14,1574.13,,
Bhagiradha Chem.,531719,BHAGCHEM,Pesticides / Agrochemicals - Indian,1510.2,320.39,1572.77,,
Ajmera Realty,513349,AJMERA,Construction,440.8,807.4,1570.91,,
5Paisa Capital,540776,5PAISA,Finance & Investments,503.65,500.33,1566.38,,
Deep Industries,543288,DEEPINDS,Miscellaneous,244.6,1432.84,1564.2,,
Onward Technolog,517536,ONWARDTEC,Computers - Software - Medium / Small,692.85,190.3,1564.07,,
Shaily Engineer.,501423,SHAILY,Plastics Products,340.45,412.91,1562.25,,
DCW,500117,DCW,Petrochemicals,52.8,1037.75,1558.7,,
Madras Fertilize,590134,MADRASFERT,Fertilizers,96.75,-229.18,1558.35,,
Sigachi Indust.,543389,SIGACHI,Pharmaceuticals - Indian - Bulk Drugs & Formln,50.6,383.77,1556.16,,
Pennar Industrie,513228,PENIND,Steel - Medium / Small,114.85,823.2,1553.11,,
Genesys Intl.,506109,GENESYS,Computers - Software - Medium / Small,410.3,400.5,1553.09,,
Dredging Corpn.,523618,DREDGECORP,Miscellaneous,551.45,1451.62,1544.32,,
Sical Logistics,520086,SICALLOG,Miscellaneous,236.45,31.39,1535.59,,
GVK Power Infra.,532708,GVKPIL,Engineering - Turnkey Services,9.75,-970.37,1535.24,,
Stove Kraft,543260,STOVEKRAFT,Domestic Appliances,464.3,428.51,1533.79,,
Control Print,522295,CONTROLPR,Computers - Hardware,951.6,305.92,1528.43,,
Uttam Sug.Mills,532729,UTTAMSUGAR,Sugar,399.35,613.31,1524.23,,
Aptech,532475,APTECHT,Computers - Education,261.75,251.41,1519.52,,
NIIT,500304,NIITLTD,Computers - Education,112.5,1009.02,1518.16,,
Jeena Sikho,,JSLL,Pharmaceuticals - Indian - Formulations,607.45,125.8,1510.13,,
John Cockerill,500147,,Engineering,3052.9,201.21,1508.13,,500147
S P Apparels,540048,SPAL,Textiles - Products,598.55,719.95,1505.18,,
Kuantum Papers,532937,KUANTUM,Paper,171.7,1048.42,1496.23,,
Krishana Phosch.,,KRISHANA,Fertilizers,247.05,291.44,1495.95,,
Vascon Engineers,533156,VASCONEQ,Construction,68.55,939.67,1490.12,,
S P I C,590030,SPIC,Fertilizers,72.9,1067.94,1484.91,,
Pokarna,532486,POKARNA,Miscellaneous,476.15,555.73,1480.3,,
Fairchem Organic,543252,FAIRCHEMOR,Chemicals,1134.6,265.93,1477.1,,
GE Power,532309,GEPIL,Engineering - Turnkey Services,219.1,33.58,1473.01,,
Monarch Networth,511551,MONARCH,Finance & Investments,434.8,279.1,1472.65,,
Man Industries,513269,MANINDS,Steel - Medium / Small,245.55,1171.8,1470.34,,
Praveg,531637,,Miscellaneous,648.75,166.24,1468.74,,531637
Kabra Extrusion,524109,KABRAEXTRU,Electric Equipment,420.2,430.61,1468.03,,
Kokuyo Camlin,523207,KOKUYOCMLN,Printing & Stationery,145.85,286.54,1464.35,,
Kitex Garments,521248,KITEX,Textiles - Products,220.15,869.5,1464.31,,
EFC (I),512008,,Trading,365.6,146.56,1459.82,,512008
Andhra Sugars,590062,ANDHRSUGAR,Diversified - Medium / Small,106.65,1549.02,1447.46,,
NACL Industries,524709,NACLIND,Pesticides / Agrochemicals - Indian,72.95,535.65,1447.15,,
Elpro Internatio,504000,,Construction,85.01,1429.51,1440.74,,504000
Polo Queen Ind.,540717,,Trading,42.9,185.68,1440.37,,540717
B.L.Kashyap,532719,BLKASHYAP,Construction,63.85,466.39,1439.88,,
Heranba Inds,543266,HERANBA,Pesticides / Agrochemicals - Indian,356.45,845.23,1425.69,,
Punjab Chemicals,506618,PUNJABCHEM,Pesticides / Agrochemicals - Indian,1162.05,316.94,1424.62,,
Monte Carlo Fas.,538836,MONTECARLO,Textiles - Products,685.95,737.04,1424.11,,
Summit Securitie,533306,SUMMITSEC,Finance & Investments,1300.4,7808.47,1420.25,,
Wardwizard Inno.,538970,,Automobiles - Motorcycles / Mopeds,54.37,92.19,1417.39,,538970
Peninsula Land,503031,PENINLAND,Construction,47.9,89.42,1416.68,,
Navkar Corporat.,539332,NAVKARCORP,Miscellaneous,93.5,1982.48,1405.83,,
TajGVK Hotels,532390,TAJGVK,Hotels,223.6,492.29,1402,,
Nelcast,532864,NELCAST,Castings & Forgings,160.55,488.41,1400.53,,
Everest Kanto,532684,EKC,Packaging,124.7,1046.47,1398.71,,
Satia Industries,539201,SATIA,Paper,139.7,853.11,1396.05,,
Mangalore Chem.,530011,MANGCHEFER,Fertilizers,117.7,902.18,1394.4,,
I G Petrochems,500199,IGPL,Chemicals,453.25,1245.6,1393.68,,
Omaxe,532880,OMAXE,Construction,75.75,706.9,1384.77,,
JITF Infra Logis,540311,JITFINFRA,Miscellaneous,533.35,-901.86,1379.5,,
Insolation Ener,543620,,Electric Equipment,661.8,67.91,1378.66,,543620
D. P. Abhushan,,DPABHUSHAN,Trading,619,209.93,1377.58,,
EIH Assoc.Hotels,523127,EIHAHOTELS,Hotels,450.3,387.67,1374.59,,
K.P. Energy,539686,,Engineering - Turnkey Services,615.9,146.63,1369.14,,539686
Agarwal Indl.,531921,AGARIND,Petrochemicals,912.4,444.58,1366.12,,
Rajoo Engineers,522257,,Engineering,221.5,108.03,1362.91,,522257
AVT Natural Prod,519105,AVTNPL,Food - Processing - Indian,89.5,440.23,1361.79,,
Network People,,NPST,Computers - Software - Medium / Small,2107,38.79,1361.54,,
Kalyani Invest.,533302,KICL,Finance & Investments,3113.4,7895.22,1357.93,,
Beta Drugs Ltd,,BETA,Pharmaceuticals - Indian - Bulk Drugs,1407.1,122.88,1352.76,,
Ksolves India,543599,KSOLVES,Computers - Software - Medium / Small,1138.6,28.76,1349.22,,
K&R Rail Engine.,514360,,Construction,699.2,113.98,1345.23,,514360
Blue Cloud Soft.,539607,,Computers - Software - Medium / Small,61.54,62.01,1342.44,,539607
HPL Electric,540136,HPL,Electric Equipment,208.4,811.32,1340.93,,
Hardwyn India,541276,HARDWYN,Trading,38.4,374.91,1339.71,,
Avadh Sugar,540649,AVADHSUGAR,Sugar,665.9,972.56,1335.21,,
DCM Shriram Inds,523369,DCMSRIND,Sugar,153.2,763.3,1333.57,,
Alicon Cast.,531147,ALICON,Auto Ancillaries,825.55,509.85,1329.79,,
Indian Hume Pipe,504741,INDIANHUME,Construction,251.75,769.77,1328.28,,
KMC Speciality,524520,,Healthcare,81.21,127.16,1324.54,,524520
Hi-Tech Pipes,543411,HITECH,Steel - Medium / Small,98.7,398.73,1323.33,,
Guj. Themis Bio.,506879,,Pharmaceuticals - Indian - Bulk Drugs,182,177.98,1322.11,,506879
Heubach Colorant,506390,HEUBACHIND,Dyes And Pigments,572.6,460.21,1321.23,,
Sh. Digvijay Cem,502180,SHREDIGCEM,Cement - North India,90,314.84,1320.38,,
Texmaco Infrast.,505400,TEXINFRA,Construction,103.2,1209.53,1315.04,,
Valiant Organics,540145,VALIANTORG,Chemicals,471.85,705.99,1302.46,,
Repro India,532687,REPRO,Printing & Stationery,914.75,379.52,1301.09,,
Gulshan Polyols,532457,GULPOLY,Miscellaneous,208.6,579.09,1300.45,,
Shalimar Paints,509874,SHALPAINTS,Paints / Varnishes,180.1,317.5,1300.27,,
Indo Rama Synth.,500207,INDORAMA,Textiles - Manmade,49.75,508.71,1299.04,,
Manali Petrochem,500268,MANALIPETC,Petrochemicals,75.3,1049.08,1292.68,,
Artemis Electri.,542670,,Electric Equipment,51.47,77.37,1292.08,,542670
Sastasundar Ven.,533259,SASTASUNDR,Finance & Investments,404.1,746.56,1283.65,,
Refex Industries,532884,REFEX,Trading,579.3,355.26,1281.88,,
Dr Agarwal's Eye,526783,,Healthcare,2722.8,136.99,1279.71,,526783
Veritas (India),512229,,Trading,476.7,2384.16,1278.03,,512229
Rane (Madras),532661,RML,Auto Ancillaries,777.45,255.67,1267.4,,
Om Infra,531092,OMINFRAL,Engineering - Turnkey Services,130.5,713.85,1267.34,,
Hampton Sky,526407,,Textiles - Products,46.13,118.2,1264.92,,526407
Coffee Day Enter,539436,COFFEEDAY,Hotels,59.75,3089.76,1259.08,,
T.V. Today Netw.,532515,TVTODAY,Entertainment / Electronic Media Software,210.75,826.32,1255.18,,
Hester Bios,524669,HESTERBIO,Pharmaceuticals - Indian - Formulations,1465,281.93,1246,,
Asian Star Co.,531847,,Diamond Cutting / Jewellery,776.15,1473.11,1242.62,,531847
G M Breweries,507488,GMBREW,Breweries & Distilleries,678,713.08,1239.3,,
Lincoln Pharma.,531633,LINCOLN,Pharmaceuticals - Indian - Formulations,616.55,545.99,1235.42,,
RACL Geartech,520073,,Auto Ancillaries,1144.3,184.7,1233.74,,520073
Antony Waste han,543254,AWHCL,Miscellaneous,436.45,532.65,1232.56,,
Roto Pumps,517500,ROTO,Pumps,390.1,176.5,1225.98,,
Allcargo Termi,543954,ATL,Miscellaneous,49.7,214.39,1220.87,,
Bliss GVS Pharma,506197,BLISSGVS,Pharmaceuticals - Indian - Formulations,117,930.01,1219.52,,
Sterling Tools,530759,STERTOOLS,Fasteners,338.6,418.75,1217.84,,
Steelcast,513517,STEELCAS,Castings & Forgings,602.2,239.01,1217.27,,
Ram Ratna Wires,522281,RAMRAT,Mining / Minerals / Metals,275,383.52,1212.94,,
Zota Health Care,,ZOTA,Trading,467.2,102.09,1207.58,,
Jyoti Structures,513250,JYOTISTRUC,Transmisson Line Towers / Equipment,19.25,4.44,1206.73,,
Permanent Magnet,504132,,Electronics - Components,1399.25,123.79,1203.36,,504132
India Motor Part,590065,IMPAL,Auto Ancillaries,955.8,1731.86,1202.1,,
Beekay Steel Ind,539018,,Steel - Medium / Small,628.45,877.19,1198.58,,539018
India Nipp.Elec.,532240,INDNIPPON,Auto Ancillaries,525.4,586.88,1187.78,,
Chamanlal Setia,530307,CLSEL,Food - Processing - Indian,230.45,656.12,1187.56,,
Matrimony.com,540704,MATRIMONY,Miscellaneous,533.15,268.93,1186.59,,
Centrum Capital,501150,CENTRUM,Finance & Investments,28.35,503.99,1184.39,,
Primo Chemicals,506852,,Chlor Alkali / Soda Ash,48.82,389.4,1183.12,,506852
Raj Rayon Inds.,530699,RAJRILTD,Textiles - Processing,21.35,108.28,1181.79,,
Steel Exchange,534748,STEELXIND,Steel - Medium / Small,9.9,600.76,1175.91,,
NGL Fine Chem,524774,NGLFINE,Pharmaceuticals - Indian - Bulk Drugs,1897.75,243.04,1174.35,,
BMW Industries,542669,,Steel - Medium / Small,52.15,635.76,1173.82,,542669
Cupid,530843,CUPID,Miscellaneous,878.95,171.14,1169.64,,
Tour. Fin. Corp.,526650,TFCILTD,Finance - Term-Lending Institutions,129.3,949.18,1167.25,,
Sat Industries,511076,SATINDLTD,Steel - Medium / Small,103.2,632.12,1167.04,,
Tuticorin Alkali,506808,,Chlor Alkali / Soda Ash,95.7,48.21,1165.97,,506808
Oriental Aromat.,500078,OAL,Chemicals,345.75,619.64,1164.4,,
Kopran,524280,KOPRAN,Pharmaceuticals - Indian - Bulk Drugs & Formln,241,441.43,1160.06,,
Solara Active,541540,SOLARA,Pharmaceuticals - Indian - Bulk Drugs & Formln,320.1,1463.43,1153.29,,
EKI Energy,543284,,Miscellaneous,418.85,464.7,1152.73,,543284
Marine Electric.,,MARINE,Electric Equipment,88.7,195.83,1149.25,,
Ultramarine Pig.,506685,,Dyes And Pigments,392.8,836.09,1146.97,,506685
Xchanging Sol.,532616,XCHANGING,Computers - Software - Medium / Small,102.8,511.88,1144.26,,
Rico Auto Inds,520008,RICOAUTO,Auto Ancillaries,84.2,695.27,1139.49,,
Sky Gold,541967,SKYGOLD,Diamond Cutting / Jewellery,1059.35,113.94,1139.17,,
Focus Lighting,,FOCUS,Electric Equipment,170.95,106.61,1133.06,,
GRM Overseas,531449,GRMOVER,Food - Processing - Indian,188.4,277.47,1129.84,,
D-Link India,533146,DLINKINDIA,Trading,316.35,369.08,1123.37,,
GIC Housing Fin,511676,GICHSGFIN,Finance - Housing,207.75,1737.39,1119.48,,
Likhitha Infra.,543240,LIKHITHA,Construction,283.4,275.42,1118.4,,
Jay Bharat Maru.,520066,JAYBARMARU,Auto Ancillaries,103.45,515.11,1117.77,,
InfoBeans Tech.,543644,INFOBEAN,Computers - Software - Medium / Small,457.4,278.55,1113.31,,
BIGBLOC Const.,540061,BIGBLOC,Cement Products,157,87.87,1112.72,,
Dolat Algotech,505526,DOLATALGO,Finance & Investments,62.8,687.03,1105.61,,
OnMobile Global,532944,ONMOBILE,Telecommunications - Service Provider,103.9,657.48,1104.07,,
Oriental Rail,531859,,Miscellaneous,203.25,120.82,1095.58,,531859
Innovana Think.,,INNOVANA,Computers - Software - Medium / Small,529,131.81,1084.45,,
Saint-Gob. Sekur,515043,,Glass & Glass Products,118.85,182.94,1082.84,,515043
Dhunseri Vent.,523736,DVL,Petrochemicals,309.3,2828.72,1080.83,,
TGV Sraac,507753,,Chlor Alkali / Soda Ash,100.9,1085.7,1080.54,,507753
SMC Global Sec.,543263,SMCGLOBAL,Finance & Investments,102.9,990.75,1080.35,,
Tracxn Technolo.,543638,TRACXN,Computers - Software - Medium / Small,104.1,64.56,1074.91,,
Excel Industries,500650,EXCELINDUS,Pesticides / Agrochemicals - Indian,850.55,1389.65,1071.25,,
Uniphos Enter.,500429,UNIENTER,Trading,154.1,2637.49,1066.47,,
Faze Three,530079,FAZE3Q,Textiles - Processing,437.05,360.74,1063.33,,
Remedium Life,539561,,Trading,526.65,15.64,1061.73,,539561
NINtec Systems,539843,NINSYS,Computers - Software - Medium / Small,570.7,25.35,1055.67,,
Hercules Hoists,505720,HERCULES,Engineering,330.25,808.56,1054.54,,
TransIndia Real,543955,TREL,Miscellaneous,42.8,1051.5,1049.72,,
Saurashtra Cem.,502175,,Cement - North India,94.64,895.24,1048.32,,502175
GFL,500173,GFLLIMITED,Finance & Investments,95.25,2613.1,1046.85,,
Asian Energy,530355,ASIANENE,Oil Drilling / Allied Services,272.8,229.78,1046.29,,
Benares Hotels,509438,,Hotels,7999.95,110.32,1040,,509438
Shanti Educat.,539921,,Miscellaneous,64.56,65.32,1039.41,,539921
Bajaj Healthcare,539872,BAJAJHCARE,Pharmaceuticals - Indian - Bulk Drugs & Formln,374.8,316.15,1035.18,,
Capital India,530879,,Finance & Investments,133,619.58,1033.87,,530879
Syncom Formul.,524470,SYNCOMF,Pharmaceuticals - Indian - Formulations,10.95,269.72,1028.43,,
Kilburn Engg.,522101,,Engineering,273.45,135.87,1027.36,,522101
Shiva Cement,532323,,Cement - South India,52.59,-102.46,1025.51,,532323
Balmer Law. Inv.,532485,,Finance & Investments,461.75,1167.62,1025.08,,532485
Arihant Super.,506194,ARIHANTSUP,Construction,247.75,233.77,1021.03,,
Ganesh Benzopl.,500153,GANESHBE,Chemicals,149.75,406.11,1017.95,,
AGS Transact,543451,AGSTRA,Computers - Hardware,83.45,477.87,1016.51,,
Linc,531241,LINC,Printing & Stationery,683.2,184.7,1014.19,,
Ramco Systems,532370,RAMCOSYS,Computers - Software - Medium / Small,285.3,357.63,1007.82,,
Transpek Inds.,506687,,Chemicals,1799.75,615.65,1005.27,,506687
Sportking India,539221,SPORTKING,Textiles - Spinning - Synthetic / Blended,789.65,865.64,1003.55,,
Mafatlal Inds.,500264,,Textiles - Composite,140.6,718.02,1002.41,,500264
Nahar Spinning,500296,NAHARSPING,Textiles - Products,277.1,1525.18,1001.65,,
